gender,SeniorCitizen,Partner,Dependents,tenure,Contract,InternetService,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges,Churn
Male,1,Yes,No,25,Month-to-month,DSL,Bank transfer (automatic),Yes,32.85,770.17,No
Male,0,No,No,4,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,87.01,437.17,No
Male,1,Yes,Yes,65,Month-to-month,DSL,Electronic check,Yes,32.41,2055.64,No
Female,0,No,No,25,One year,Fiber optic,Mailed check,Yes,81.16,1927.42,Yes
Female,0,No,No,57,Month-to-month,Fiber optic,Credit card (automatic),No,93.33,5388.24,Yes
Female,0,Yes,No,9,Two year,No,Electronic check,No,26.33,201.51,No
Male,0,Yes,No,38,Two year,No,Credit card (automatic),Yes,21.98,841.16,No
Male,0,Yes,No,9,Month-to-month,DSL,Mailed check,Yes,59.19,481.13,No
Female,0,Yes,No,16,Month-to-month,DSL,Mailed check,No,50.06,919.09,No
Female,0,No,No,29,Two year,Fiber optic,Electronic check,Yes,87.23,2620.7,No
Female,0,No,Yes,62,Two year,DSL,Bank transfer (automatic),No,47.61,3028.9,No
Female,0,No,No,22,One year,DSL,Mailed check,Yes,58.75,1296.83,No
Male,0,No,No,55,Month-to-month,Fiber optic,Mailed check,No,80.84,4495.4,No
Male,0,Yes,No,6,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,84.86,506.52,Yes
Male,0,Yes,No,18,Two year,DSL,Bank transfer (automatic),Yes,79.62,1489.3,No
Female,1,Yes,No,44,Month-to-month,Fiber optic,Credit card (automatic),Yes,87.4,3824.97,Yes
Female,0,Yes,Yes,34,One year,No,Bank transfer (automatic),Yes,41.05,1475.05,No
Male,0,No,No,36,One year,Fiber optic,Electronic check,No,77.5,2767.05,Yes
Female,0,No,No,49,Month-to-month,DSL,Bank transfer (automatic),Yes,62.68,3053.91,No
Female,0,Yes,No,5,Month-to-month,Fiber optic,Electronic check,Yes,81.7,385.19,No
Female,0,Yes,No,50,Month-to-month,No,Credit card (automatic),Yes,35.36,1777.42,No
Female,0,Yes,No,62,Two year,DSL,Mailed check,No,67.79,4183.41,No
Male,0,No,Yes,55,Month-to-month,Fiber optic,Bank transfer (automatic),No,79.0,4369.21,No
Male,1,Yes,No,20,Month-to-month,Fiber optic,Electronic check,Yes,80.22,1580.42,Yes
Female,0,Yes,No,25,Two year,Fiber optic,Mailed check,No,79.16,2018.62,No
Female,0,Yes,No,70,One year,DSL,Bank transfer (automatic),No,53.93,3851.11,No
Male,1,No,No,57,Month-to-month,No,Bank transfer (automatic),Yes,37.08,2117.37,No
Male,1,No,Yes,68,Two year,DSL,Electronic check,Yes,55.63,3893.91,No
Female,0,No,No,66,Month-to-month,DSL,Electronic check,Yes,77.98,5202.76,No
Female,0,Yes,No,31,Two year,DSL,Credit card (automatic),Yes,92.15,2963.56,No
Male,0,Yes,Yes,9,Two year,Fiber optic,Bank transfer (automatic),No,78.18,700.6,No
Female,0,No,No,16,Month-to-month,DSL,Credit card (automatic),Yes,63.53,933.38,No
Male,0,Yes,No,21,Month-to-month,Fiber optic,Electronic check,Yes,97.46,2011.27,Yes
Male,0,Yes,No,60,Month-to-month,No,Mailed check,No,31.81,1878.45,No
Female,0,No,Yes,20,One year,DSL,Bank transfer (automatic),Yes,48.07,913.69,No
Male,0,Yes,Yes,26,One year,No,Credit card (automatic),No,55.86,1342.51,No
Female,0,Yes,Yes,62,Month-to-month,No,Bank transfer (automatic),No,43.23,2731.73,No
Male,0,No,Yes,11,Two year,DSL,Bank transfer (automatic),Yes,63.82,609.07,No
Female,0,No,Yes,48,Month-to-month,Fiber optic,Mailed check,Yes,102.41,4961.94,No
Male,0,Yes,No,40,One year,No,Credit card (automatic),Yes,44.24,1878.99,No
Female,0,Yes,No,71,One year,No,Mailed check,No,34.42,2405.24,No
Male,1,No,No,35,Month-to-month,Fiber optic,Mailed check,Yes,73.28,2584.19,No
Female,1,Yes,No,38,Month-to-month,No,Bank transfer (automatic),No,29.08,1085.11,No
Male,1,Yes,No,62,One year,Fiber optic,Credit card (automatic),No,99.46,6207.74,No
Male,1,No,Yes,72,One year,DSL,Credit card (automatic),Yes,68.19,4849.6,No
Male,1,No,Yes,53,Month-to-month,DSL,Electronic check,No,57.76,3054.69,No
Female,0,No,Yes,50,Two year,Fiber optic,Credit card (automatic),Yes,106.2,5366.0,No
Male,0,Yes,No,63,Month-to-month,Fiber optic,Mailed check,Yes,83.11,5233.7,Yes
Female,0,Yes,No,71,Month-to-month,DSL,Electronic check,No,71.85,5019.93,No
Female,0,No,No,53,Two year,DSL,Credit card (automatic),Yes,62.64,3382.03,No
Female,0,No,No,21,Month-to-month,No,Credit card (automatic),No,58.2,1157.31,Yes
Female,0,Yes,No,46,One year,Fiber optic,Mailed check,No,94.04,4329.62,No
Male,1,No,No,17,One year,DSL,Electronic check,Yes,60.55,1058.55,No
Female,0,Yes,No,36,Month-to-month,DSL,Electronic check,Yes,57.85,2088.75,Yes
Female,1,No,No,32,Month-to-month,DSL,Bank transfer (automatic),Yes,59.82,2040.97,Yes
Male,0,No,No,72,Month-to-month,DSL,Electronic check,Yes,51.3,3729.95,No
Male,0,Yes,No,40,Month-to-month,Fiber optic,Electronic check,No,68.6,2733.86,No
Female,0,No,No,70,One year,DSL,Electronic check,Yes,63.7,4489.47,No
Male,0,No,Yes,58,Month-to-month,No,Credit card (automatic),No,28.6,1669.17,No
Female,0,Yes,No,61,Two year,DSL,Mailed check,Yes,53.57,3269.74,No
Male,0,Yes,No,12,Month-to-month,DSL,Mailed check,Yes,58.93,719.4,Yes
Male,1,No,No,56,Month-to-month,No,Mailed check,Yes,35.63,1973.39,No
Female,0,Yes,No,18,Two year,Fiber optic,Electronic check,Yes,85.09,1542.24,No
Male,0,Yes,No,42,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,105.86,4420.83,Yes
Female,0,Yes,No,35,One year,DSL,Credit card (automatic),Yes,67.95,2283.39,No
Female,0,No,No,18,One year,Fiber optic,Credit card (automatic),No,110.29,2042.3,No
Male,0,Yes,No,71,Two year,Fiber optic,Mailed check,Yes,79.73,5632.71,No
Male,0,No,No,63,Month-to-month,No,Electronic check,Yes,44.4,2804.56,No
Female,0,Yes,Yes,41,Month-to-month,Fiber optic,Credit card (automatic),Yes,80.4,3258.34,No
Female,0,Yes,No,0,Two year,No,Credit card (automatic),Yes,28.27,0.0,No
Male,0,No,No,13,Month-to-month,Fiber optic,Credit card (automatic),Yes,110.75,1387.76,Yes
Female,0,Yes,No,16,One year,Fiber optic,Bank transfer (automatic),No,75.78,1259.93,No
Male,0,Yes,No,70,One year,Fiber optic,Mailed check,Yes,58.22,4134.83,No
Male,0,Yes,No,29,One year,Fiber optic,Credit card (automatic),Yes,76.5,2219.93,No
Female,0,No,No,3,One year,Fiber optic,Bank transfer (automatic),Yes,60.9,155.87,No
Male,0,Yes,No,42,Two year,Fiber optic,Credit card (automatic),Yes,73.58,3005.88,No
Female,0,Yes,No,69,Month-to-month,DSL,Mailed check,No,49.7,3468.8,No
Female,0,Yes,No,40,One year,Fiber optic,Credit card (automatic),No,85.42,3383.11,No
Female,0,Yes,Yes,32,One year,DSL,Electronic check,No,35.4,1077.09,No
Female,0,Yes,No,12,Month-to-month,Fiber optic,Electronic check,Yes,99.35,1193.68,Yes
Male,0,No,Yes,64,Two year,DSL,Bank transfer (automatic),Yes,37.49,2382.7,No
Male,1,Yes,No,7,Month-to-month,DSL,Bank transfer (automatic),Yes,58.47,333.37,No
Female,0,Yes,Yes,68,Month-to-month,DSL,Bank transfer (automatic),No,56.11,3746.45,No
Female,1,No,No,16,Two year,DSL,Credit card (automatic),Yes,69.9,1135.29,No
Male,0,No,No,10,Two year,DSL,Credit card (automatic),Yes,64.22,609.4,No
Female,0,Yes,No,25,Month-to-month,DSL,Bank transfer (automatic),No,74.24,1881.57,No
Male,0,Yes,Yes,0,One year,Fiber optic,Electronic check,No,80.66,7.33,No
Female,0,Yes,No,1,Month-to-month,Fiber optic,Electronic check,Yes,79.42,131.8,Yes
Male,1,No,No,13,Month-to-month,No,Electronic check,Yes,39.95,477.79,Yes
Female,0,Yes,No,50,Month-to-month,No,Bank transfer (automatic),No,47.35,2379.16,No
Male,0,Yes,No,59,Two year,DSL,Bank transfer (automatic),Yes,69.9,4156.06,No
Male,0,Yes,Yes,18,Month-to-month,Fiber optic,Credit card (automatic),No,88.86,1568.2,No
Female,0,Yes,No,47,Month-to-month,Fiber optic,Electronic check,Yes,87.79,4182.58,No
Male,0,Yes,No,25,One year,Fiber optic,Mailed check,No,84.56,2030.8,No
Male,1,Yes,Yes,31,Month-to-month,Fiber optic,Mailed check,No,89.92,2745.85,Yes
Female,0,No,No,24,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,109.42,2540.88,No
Male,0,No,Yes,65,Month-to-month,Fiber optic,Electronic check,No,82.09,5299.0,No
Male,0,No,No,37,Two year,Fiber optic,Credit card (automatic),Yes,80.63,2975.44,No
Male,0,No,Yes,36,One year,Fiber optic,Electronic check,Yes,79.71,2911.04,No
Female,0,Yes,No,62,One year,DSL,Bank transfer (automatic),Yes,64.67,4001.93,No
Female,1,No,No,47,Month-to-month,No,Credit card (automatic),No,18.0,816.23,No
Female,0,No,Yes,10,Month-to-month,No,Electronic check,Yes,33.38,256.33,Yes
Male,0,No,No,13,Two year,DSL,Bank transfer (automatic),Yes,70.57,856.67,Yes
Male,0,No,No,24,Month-to-month,No,Bank transfer (automatic),No,28.69,703.96,No
Male,0,Yes,No,7,Month-to-month,No,Credit card (automatic),No,37.24,304.76,No
Female,0,Yes,No,50,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,110.31,5494.64,No
Male,0,Yes,No,36,Month-to-month,DSL,Credit card (automatic),Yes,63.98,2363.8,No
Male,0,Yes,No,3,Month-to-month,No,Mailed check,Yes,18.0,6.5,No
Female,0,Yes,No,29,Two year,Fiber optic,Electronic check,Yes,68.08,1954.83,Yes
Female,0,Yes,Yes,60,Month-to-month,DSL,Bank transfer (automatic),No,56.99,3403.97,No
Female,1,Yes,Yes,66,One year,Fiber optic,Credit card (automatic),No,75.35,5049.84,No
Male,0,No,No,70,Month-to-month,Fiber optic,Mailed check,Yes,86.24,6043.52,No
Female,1,No,No,67,One year,DSL,Credit card (automatic),Yes,56.47,3693.24,No
Female,1,No,No,44,One year,No,Credit card (automatic),Yes,48.99,2203.27,No
Male,0,Yes,No,67,Two year,DSL,Bank transfer (automatic),Yes,46.9,3234.87,No
Female,0,No,No,69,Month-to-month,Fiber optic,Credit card (automatic),Yes,82.51,5680.7,No
Female,0,No,No,46,One year,Fiber optic,Bank transfer (automatic),Yes,87.61,3985.07,No
Male,0,No,No,30,Month-to-month,DSL,Credit card (automatic),Yes,64.09,1966.02,Yes
Female,0,No,No,70,One year,Fiber optic,Mailed check,Yes,86.76,6171.53,No
Female,0,Yes,Yes,30,Two year,Fiber optic,Bank transfer (automatic),No,56.06,1724.38,No
Female,0,Yes,Yes,12,One year,Fiber optic,Electronic check,No,86.0,950.84,Yes
Female,0,No,No,7,One year,Fiber optic,Electronic check,Yes,83.19,620.07,No
Female,1,No,Yes,41,Two year,No,Bank transfer (automatic),Yes,45.37,1880.35,No
Female,0,Yes,No,2,Two year,No,Bank transfer (automatic),No,43.68,39.62,No
Male,0,Yes,Yes,8,Month-to-month,DSL,Electronic check,Yes,62.89,567.56,Yes
Female,1,Yes,Yes,17,Month-to-month,Fiber optic,Electronic check,No,88.76,1530.8,No
Female,0,Yes,No,38,One year,Fiber optic,Electronic check,Yes,101.23,3912.43,No
Female,0,No,No,34,Two year,No,Bank transfer (automatic),No,48.8,1606.25,No
Male,1,No,No,37,Month-to-month,No,Mailed check,Yes,38.3,1437.19,No
Male,0,Yes,No,37,Month-to-month,Fiber optic,Electronic check,No,110.75,4052.81,No
Female,0,Yes,No,72,Month-to-month,No,Credit card (automatic),Yes,27.46,1989.62,No
Female,0,Yes,Yes,15,Month-to-month,Fiber optic,Bank transfer (automatic),No,70.77,1135.48,Yes
Female,1,Yes,No,34,Month-to-month,DSL,Electronic check,Yes,59.87,1964.26,No
Male,0,No,Yes,44,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,80.51,3474.18,No
Male,0,No,No,19,Month-to-month,Fiber optic,Credit card (automatic),No,55.42,1100.68,No
Female,0,No,No,13,One year,Fiber optic,Mailed check,Yes,77.17,1002.52,No
Male,0,Yes,No,3,Month-to-month,Fiber optic,Credit card (automatic),Yes,89.12,325.93,Yes
Female,0,No,No,23,Month-to-month,No,Mailed check,Yes,34.3,748.62,No
Male,0,No,No,18,Month-to-month,No,Electronic check,No,25.68,464.84,No
Male,1,Yes,No,14,Month-to-month,DSL,Electronic check,No,60.51,881.52,No
Female,0,No,No,19,Month-to-month,Fiber optic,Electronic check,Yes,86.48,1653.57,No
Male,0,No,No,50,Month-to-month,Fiber optic,Mailed check,No,93.58,4589.61,No
Female,0,No,No,60,Month-to-month,DSL,Mailed check,No,52.3,3279.25,No
Female,0,Yes,Yes,37,One year,No,Mailed check,No,45.49,1693.61,No
Female,0,Yes,No,4,Month-to-month,Fiber optic,Mailed check,Yes,71.91,220.63,Yes
Male,0,No,Yes,53,Month-to-month,DSL,Credit card (automatic),Yes,53.96,2875.56,No
Male,0,Yes,No,11,Month-to-month,No,Electronic check,Yes,55.39,630.72,No
Female,0,Yes,Yes,4,Month-to-month,Fiber optic,Credit card (automatic),Yes,72.71,340.55,Yes
Male,0,No,No,41,Month-to-month,DSL,Electronic check,Yes,52.09,2182.24,No
Male,0,Yes,Yes,31,Month-to-month,DSL,Credit card (automatic),No,44.96,1383.15,No
Male,0,Yes,Yes,22,Month-to-month,No,Electronic check,No,25.07,465.5,No
Female,1,No,No,70,Month-to-month,No,Electronic check,No,36.66,2589.29,No
Male,0,No,Yes,6,Two year,Fiber optic,Electronic check,Yes,93.48,478.75,Yes
Male,1,No,No,3,Month-to-month,DSL,Mailed check,Yes,59.78,240.09,Yes
Female,1,No,No,42,Month-to-month,DSL,Credit card (automatic),No,56.1,2319.72,No
Male,0,Yes,No,30,Month-to-month,Fiber optic,Mailed check,Yes,70.09,2134.35,No
Female,1,Yes,Yes,58,Month-to-month,Fiber optic,Electronic check,No,76.27,4391.11,Yes
Female,0,No,No,2,One year,Fiber optic,Bank transfer (automatic),Yes,66.45,108.29,No
Female,0,Yes,No,30,Month-to-month,DSL,Bank transfer (automatic),Yes,68.84,2025.11,Yes
Female,0,Yes,No,10,Month-to-month,Fiber optic,Bank transfer (automatic),No,94.67,982.53,No
Male,0,Yes,Yes,3,Two year,Fiber optic,Bank transfer (automatic),No,84.51,222.48,No
Male,0,No,No,33,Month-to-month,Fiber optic,Credit card (automatic),Yes,90.3,3018.24,Yes
Male,0,Yes,No,53,Month-to-month,DSL,Electronic check,No,70.51,3707.52,No
Male,0,No,No,11,One year,Fiber optic,Mailed check,Yes,86.21,936.79,No
Female,0,Yes,Yes,61,Two year,Fiber optic,Bank transfer (automatic),Yes,101.72,6206.9,No
Female,0,No,Yes,37,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,72.71,2698.13,Yes
Female,0,Yes,Yes,35,One year,DSL,Credit card (automatic),No,55.82,1907.35,No
Female,0,Yes,No,67,Month-to-month,DSL,Credit card (automatic),No,54.39,3679.13,No
Female,0,No,No,24,One year,Fiber optic,Credit card (automatic),Yes,92.77,2212.84,No
Male,0,No,No,14,Month-to-month,DSL,Electronic check,No,42.79,626.26,Yes
Male,0,Yes,No,57,One year,Fiber optic,Bank transfer (automatic),No,102.38,5834.6,No
Female,0,Yes,Yes,7,Month-to-month,Fiber optic,Credit card (automatic),Yes,91.74,671.51,Yes
Male,0,Yes,No,63,Month-to-month,DSL,Mailed check,Yes,81.0,5082.66,No
Female,0,Yes,No,60,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,84.51,5031.31,Yes
Female,0,No,No,71,One year,Fiber optic,Electronic check,Yes,78.4,5587.47,No
Female,0,Yes,No,33,One year,DSL,Electronic check,No,67.89,2215.53,No
Female,0,No,Yes,45,Two year,No,Electronic check,No,47.37,2204.44,No
Female,0,Yes,No,64,Two year,Fiber optic,Credit card (automatic),Yes,76.43,4894.71,No
Female,0,No,No,9,Month-to-month,No,Credit card (automatic),Yes,18.0,93.32,No
Female,0,Yes,No,22,One year,DSL,Credit card (automatic),Yes,38.08,808.59,No
Male,0,Yes,No,34,Month-to-month,No,Mailed check,Yes,38.14,1246.68,No
Male,0,Yes,No,45,Two year,No,Credit card (automatic),Yes,53.48,2460.35,No
Female,0,No,Yes,49,One year,DSL,Electronic check,Yes,44.39,2213.78,No
Female,0,No,No,67,Month-to-month,Fiber optic,Electronic check,Yes,81.73,5472.97,No
Female,0,No,No,35,Month-to-month,Fiber optic,Mailed check,Yes,80.82,2843.15,No
Female,0,Yes,No,12,One year,Fiber optic,Electronic check,Yes,108.05,1292.17,No
Female,0,Yes,Yes,13,Two year,Fiber optic,Bank transfer (automatic),Yes,112.1,1500.38,No
Female,0,Yes,No,58,Two year,No,Bank transfer (automatic),Yes,40.09,2351.41,No
Female,1,Yes,No,33,Month-to-month,Fiber optic,Electronic check,Yes,95.78,3195.61,Yes
Male,0,No,No,46,Month-to-month,No,Electronic check,Yes,45.44,2080.76,No
Male,0,No,No,41,Two year,No,Mailed check,Yes,19.64,773.5,No
Male,0,No,No,59,One year,No,Electronic check,No,43.38,2592.81,No
Male,1,No,Yes,15,Month-to-month,Fiber optic,Credit card (automatic),Yes,72.76,1169.04,Yes
Female,0,Yes,No,12,One year,Fiber optic,Mailed check,Yes,82.94,1050.6,Yes
Male,1,Yes,Yes,53,One year,No,Mailed check,Yes,48.68,2658.96,No
Male,0,No,Yes,31,One year,Fiber optic,Electronic check,Yes,85.97,2673.21,Yes
Male,0,Yes,No,59,One year,DSL,Bank transfer (automatic),Yes,73.23,4272.07,No
Female,0,Yes,No,9,Two year,Fiber optic,Bank transfer (automatic),No,100.59,861.26,No
Female,0,No,No,19,Two year,DSL,Credit card (automatic),No,38.92,808.4,No
Male,0,No,No,70,Month-to-month,No,Bank transfer (automatic),Yes,18.0,1166.9,No
Female,1,No,No,61,Month-to-month,Fiber optic,Mailed check,Yes,98.95,6110.89,No
Female,0,Yes,No,4,One year,Fiber optic,Electronic check,No,99.43,358.33,No
Female,1,No,Yes,59,One year,DSL,Mailed check,Yes,63.08,3817.84,No
Female,0,Yes,No,4,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,89.71,355.3,Yes
Female,0,Yes,No,8,Two year,Fiber optic,Electronic check,No,95.72,801.86,Yes
Male,0,Yes,No,65,Month-to-month,Fiber optic,Electronic check,Yes,95.49,6326.29,Yes
Female,0,No,No,9,Month-to-month,Fiber optic,Electronic check,Yes,81.35,715.64,Yes
Male,0,No,Yes,21,Two year,Fiber optic,Electronic check,Yes,96.47,2008.53,No
Male,0,No,No,9,Two year,DSL,Electronic check,Yes,55.84,467.84,No
Female,0,Yes,No,43,Month-to-month,Fiber optic,Mailed check,No,87.92,3730.58,No
Female,0,No,No,4,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,87.4,333.11,Yes
Female,0,Yes,No,20,Month-to-month,No,Mailed check,Yes,24.69,465.99,No
Male,0,No,No,23,Month-to-month,No,Electronic check,Yes,26.08,537.42,No
Male,0,Yes,Yes,47,Month-to-month,Fiber optic,Mailed check,Yes,111.81,5244.51,No
Male,0,Yes,No,36,Month-to-month,DSL,Electronic check,Yes,49.3,1797.19,No
Female,0,No,No,14,Month-to-month,DSL,Bank transfer (automatic),Yes,64.44,857.36,No
Female,0,Yes,Yes,33,One year,No,Electronic check,Yes,41.96,1376.48,No
Female,0,No,No,33,One year,No,Mailed check,Yes,34.35,1203.86,No
Female,0,Yes,No,25,One year,DSL,Credit card (automatic),No,68.06,1630.47,No
Male,0,No,No,38,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,88.95,3476.6,Yes
Male,1,Yes,No,23,Month-to-month,Fiber optic,Credit card (automatic),No,74.56,1681.11,Yes
Male,0,Yes,No,24,Month-to-month,DSL,Mailed check,Yes,66.44,1604.65,No
Male,1,Yes,Yes,57,Two year,No,Credit card (automatic),Yes,28.46,1686.38,No
Male,0,Yes,No,18,Month-to-month,No,Bank transfer (automatic),No,55.89,1085.2,No
Male,0,No,No,24,One year,No,Bank transfer (automatic),No,40.15,987.08,No
Male,0,Yes,No,10,Month-to-month,DSL,Bank transfer (automatic),Yes,51.6,481.26,Yes
Female,0,Yes,No,50,Two year,Fiber optic,Bank transfer (automatic),Yes,89.11,4416.23,No
Male,0,No,Yes,51,Month-to-month,No,Electronic check,No,23.9,1190.24,No
Male,0,Yes,No,49,Month-to-month,Fiber optic,Mailed check,Yes,88.09,4411.04,Yes
Male,0,No,Yes,12,Two year,Fiber optic,Bank transfer (automatic),Yes,82.29,968.34,No
Male,0,No,No,32,Month-to-month,Fiber optic,Mailed check,Yes,75.08,2418.66,Yes
Female,0,Yes,No,21,One year,DSL,Credit card (automatic),No,49.93,996.27,No
Male,0,No,No,55,Month-to-month,Fiber optic,Bank transfer (automatic),Yes,114.22,6224.24,No
Male,0,Yes,No,24,Two year,No,Electronic check,Yes,36.1,867.64,No
Male,0,Yes,No,30,One year,DSL,Bank transfer (automatic),No,54.82,1628.34,No
Female,0,Yes,Yes,33,Month-to-month,DSL,Bank transfer (automatic),Yes,52.74,1727.87,Yes
Female,0,No,No,55,Two year,Fiber optic,Mailed check,No,90.65,4912.02,No
Male,0,No,Yes,51,One year,Fiber optic,Credit card (automatic),Yes,77.34,3940.57,No
Male,0,No,No,59,One year,Fiber optic,Mailed check,No,71.86,4317.47,No
Male,0,No,No,31,Month-to-month,DSL,Electronic check,Yes,59.61,1805.29,Yes
Male,0,Yes,No,59,Month-to-month,Fiber optic,Electronic check,Yes,84.52,5031.57,Yes
Female,0,No,Yes,63,One year,DSL,Credit card (automatic),Yes,55.0,3291.5,No
Female,0,No,No,38,Month-to-month,Fiber optic,Mailed check,No,74.3,2783.45,Yes
Female,0,No,No,49,Two year,Fiber optic,Mailed check,Yes,80.31,3839.59,Yes
Male,0,No,No,66,Month-to-month,Fiber optic,Mailed check,Yes,79.36,5299.86,Yes
Male,0,No,Yes,61,One year,Fiber optic,Bank transfer (automatic),Yes,77.7,4783.62,No
Male,0,Yes,Yes,20,Month-to-month,Fiber optic,Bank transfer (automatic),No,88.32,1714.64,No
Male,1,No,No,52,One year,Fiber optic,Credit card (automatic),No,111.71,5823.63,No
Female,0,No,Yes,32,Month-to-month,Fiber optic,Credit card (automatic),Yes,100.98,3291.48,Yes
Male,0,No,No,10,Month-to-month,Fiber optic,Credit card (automatic),Yes,108.3,1150.89,Yes
Male,0,Yes,No,27,Month-to-month,Fiber optic,Mailed check,No,78.19,2090.78,No
Female,0,No,Yes,71,One year,Fiber optic,Bank transfer (automatic),Yes,105.1,7351.39,No
Male,1,Yes,No,69,Month-to-month,Fiber optic,Mailed check,Yes,87.73,6008.26,No
Male,0,No,No,57,One year,Fiber optic,Bank transfer (automatic),Yes,96.84,5557.98,No
Male,0,No,Yes,72,Month-to-month,DSL,Bank transfer (automatic),Yes,65.49,4820.4,No
Male,1,Yes,No,41,One year,Fiber optic,Mailed check,No,80.88,3313.4,No
Male,0,No,Yes,55,One year,DSL,Credit card (automatic),No,68.63,3744.53,No
Male,0,Yes,No,12,Month-to-month,No,Mailed check,Yes,40.82,609.8,No
Male,0,No,No,21,Month-to-month,Fiber optic,Credit card (automatic),No,63.78,1359.7,Yes
Male,0,No,No,12,Month-to-month,DSL,Credit card (automatic),Yes,58.51,640.74,Yes
Male,0,Yes,No,68,One year,Fiber optic,Electronic check,No,95.47,6485.94,No
Female,0,No,No,44,Two year,Fiber optic,Mailed check,Yes,88.33,3936.47,No
Male,1,Yes,Yes,68,Month-to-month,No,Mailed check,No,40.63,2759.57,No
Female,1,No,No,30,One year,No,Credit card (automatic),No,25.98,819.21,No
Female,0,No,Yes,29,One year,No,Bank transfer (automatic),No,38.07,1023.91,No
Male,0,Yes,No,49,One year,Fiber optic,Electronic check,Yes,83.84,4036.64,No
Female,0,No,Yes,41,Month-to-month,No,Credit card (automatic),No,32.56,1298.16,No
Male,0,No,No,27,Two year,Fiber optic,Electronic check,No,76.85,2060.81,No
Male,0,No,No,23,Month-to-month,No,Mailed check,Yes,45.98,1074.2,No
Male,0,No,No,37,Two year,DSL,Electronic check,Yes,64.15,2405.23,No
Male,0,No,No,5,Month-to-month,No,Electronic check,No,37.93,312.98,No
Male,0,No,Yes,13,Two year,Fiber optic,Bank transfer (automatic),No,109.61,1387.99,No
Male,0,Yes,No,3,Two year,DSL,Electronic check,No,65.69,181.36,No
Female,0,Yes,Yes,11,Two year,No,Electronic check,Yes,49.41,507.93,No
Male,0,No,Yes,14,Month-to-month,Fiber optic,Credit card (automatic),No,88.28,1289.82,Yes
Female,0,Yes,No,5,Two year,No,Mailed check,Yes,30.76,210.51,No
Female,0,No,No,4,Month-to-month,DSL,Bank transfer (automatic),Yes,47.29,166.78,No
Female,1,Yes,No,59,One year,Fiber optic,Credit card (automatic),No,87.9,5289.19,No
Male,0,No,No,13,Month-to-month,Fiber optic,Electronic check,No,53.04,654.05,Yes
Female,1,No,Yes,40,One year,DSL,Credit card (automatic),No,63.27,2582.28,No
Female,0,Yes,Yes,7,Month-to-month,Fiber optic,Electronic check,Yes,88.78,694.22,Yes
Female,0,Yes,No,69,Month-to-month,Fiber optic,Credit card (automatic),Yes,82.39,5616.78,No
Male,1,Yes,No,17,Month-to-month,DSL,Mailed check,No,58.89,1030.04,No
Female,0,No,Yes,54,Month-to-month,Fiber optic,Electronic check,Yes,69.99,3642.99,No
Female,0,No,No,46,Month-to-month,DSL,Electronic check,No,76.63,3566.06,Yes
Male,0,Yes,No,56,Two year,No,Mailed check,No,30.95,1678.29,No
Male,0,No,No,45,One year,No,Bank transfer (automatic),No,23.33,1078.44,No
Male,0,Yes,No,37,One year,Fiber optic,Bank transfer (automatic),No,91.54,3424.58,No
Female,0,Yes,No,56,Two year,Fiber optic,Bank transfer (automatic),Yes,86.33,4890.44,No
Male,1,Yes,No,59,Month-to-month,Fiber optic,Electronic check,Yes,80.7,4805.81,Yes
Male,0,Yes,No,27,Month-to-month,Fiber optic,Credit card (automatic),No,79.43,2147.45,Yes
Female,0,No,No,68,Month-to-month,No,Mailed check,Yes,34.93,2356.38,No
Male,0,No,Yes,72,Month-to-month,DSL,Electronic check,No,76.15,5479.07,No
Male,0,No,Yes,52,One year,Fiber optic,Credit card (automatic),Yes,90.63,4657.2,No
Female,0,No,No,67,One year,DSL,Credit card (automatic),No,59.59,3981.75,No
Female,0,Yes,Yes,7,One year,Fiber optic,Electronic check,Yes,95.23,652.07,No
Female,0,Yes,No,39,One year,No,Mailed check,No,35.33,1338.47,No
Female,0,No,No,47,Month-to-month,DSL,Credit card (automatic),Yes,64.82,2959.42,Yes
Male,0,No,No,67,One year,DSL,Bank transfer (automatic),No,61.81,4077.66,No
Female,0,No,No,8,Month-to-month,DSL,Electronic check,No,67.08,379.11,Yes
Female,0,No,No,58,Two year,DSL,Bank transfer (automatic),Yes,54.67,3155.48,No
Male,0,No,Yes,5,Month-to-month,Fiber optic,Electronic check,Yes,71.33,374.66,Yes
Male,0,No,No,26,Month-to-month,Fiber optic,Mailed check,Yes,95.88,2358.81,No
Male,0,No,No,50,Month-to-month,Fiber optic,Electronic check,Yes,103.06,5164.79,No
Male,0,No,No,21,Month-to-month,DSL,Bank transfer (automatic),No,46.9,978.72,No
Male,0,Yes,No,60,Month-to-month,Fiber optic,Credit card (automatic),No,87.15,5170.25,Yes
Male,0,Yes,No,67,Month-to-month,No,Electronic check,Yes,29.61,1962.55,No
